amount_tsh,funder,gps_height,installer,longitude,latitude,wpt_name,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type,management_group,payment_type,water_quality_2,quantity_group,source_class,waterpoint_type_group,status_group
0,6,290,6,39.01843718,-10.83395097,6,7,12,1,1,0,1,1980,9,4,0,0,2,0,2,1
150,6,842,1,29.76551846,-4.96039275,6,3,5,355,1,4,1,1984,3,4,5,0,0,1,0,1
0,1,1292,2,34.46358995,-2.0656527,6,4,9,70,0,1,1,1968,7,1,3,0,0,0,0,1
0,6,-3,6,39.30103326,-7.18250202,6,8,14,300,1,0,0,2004,15,4,3,0,0,0,1,1
0,3,0,1,31.12567444,-1.70945559,6,4,4,0,1,4,1,2004,3,4,4,0,0,0,0,0
0,6,0,1,38.7756949,-4.75610319,6,5,20,50,1,0,1,1971,3,4,3,1,3,2,0,0
0,6,1862,6,37.55103679,-3.0382466,6,0,6,1,1,8,1,2009,3,3,5,0,0,0,0,1
0,6,239,6,39.78069135,-10.47511298,6,7,12,400,1,0,1,2012,7,4,0,0,0,0,0,1
2000,1,1017,6,37.61617022,-3.76796937,6,5,6,10,1,5,1,1972,3,4,6,0,1,0,0,1
0,6,0,6,33.26706859,-3.62692112,6,0,17,0,1,4,0,2004,8,4,3,0,0,0,1,0
0,6,1429,6,36.88324169,-3.15030928,6,0,0,350,1,6,0,2008,3,4,0,0,0,1,0,0
0,6,362,6,38.99105634,-10.28363452,3,7,7,150,1,0,1,1975,3,4,3,0,1,0,0,1
0,4,0,1,32.21919084,-3.99455855,6,3,17,0,1,2,1,2004,9,4,0,0,1,0,2,0
0,1,0,1,33.28055558,-4.65873526,6,3,19,0,1,0,0,1994,9,4,3,0,2,0,2,1
0,5,156,6,38.21366467,-6.91343693,6,8,11,20,1,0,1,2000,3,4,3,0,3,1,0,0
1000,5,946,1,31.31916107,-7.20512967,6,2,15,8848,1,0,1,2011,9,4,4,0,0,0,2,1
0,3,0,3,30.59220713,-2.5383808,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,0,0
300,6,1348,6,37.21079586,-3.22210105,6,5,6,50,1,5,1,1995,3,4,1,0,0,0,0,0
0,1,1358,2,37.57223441,-3.28901108,6,5,6,1,1,6,1,1970,3,4,5,0,1,0,0,0
0,6,0,6,36.10657377,-5.74406474,6,8,2,0,1,0,1,1994,8,4,0,0,2,0,1,1
50,6,39,6,40.13137785,-10.38445384,6,7,12,400,1,0,1,1982,14,4,6,0,0,0,0,0
0,6,0,6,31.70089598,-1.60595248,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
20,6,843,6,37.36799066,-3.33017871,6,5,6,10,1,7,1,2008,3,3,6,0,1,0,0,0
0,6,0,6,31.65257469,-1.84860709,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,0,0
0,6,1560,6,34.73708896,-4.10475432,6,0,18,621,1,9,1,2007,3,2,3,0,3,1,0,0
0,1,1161,1,37.33747374,-3.27414999,6,5,6,40,1,5,1,1972,3,4,3,0,1,0,0,0
0,6,0,6,32.72611023,-8.82925492,6,2,10,0,0,0,0,1994,8,4,3,0,3,0,1,1
0,6,0,6,34.1507784,-3.35051716,6,0,17,0,1,9,1,1994,9,2,3,0,2,1,2,1
0,6,757,1,30.6287583,-7.36699579,6,3,15,1,0,0,0,1992,9,4,3,0,0,0,2,1
0,1,0,1,33.23203059,-4.7491386,6,3,19,0,1,0,1,2004,4,4,2,0,0,0,1,0
500,6,460,6,37.06374457,-6.86769252,6,8,11,250,1,0,1,2008,8,4,2,0,0,0,1,0
0,6,917,6,36.93543561,-3.57877821,5,5,8,150,1,2,1,2001,14,4,0,0,0,0,0,1
0,6,353,6,39.09073464,-10.82310395,6,7,12,1,1,0,1,1980,9,4,0,0,2,0,2,1
0,6,-23,6,38.88024681,-6.45634108,6,8,14,300,1,4,0,2009,4,4,3,0,0,0,0,0
500,1,1647,1,38.23719065,-4.4843717000000005,6,5,20,1,1,0,1,1971,3,4,5,0,0,0,0,1
250,6,1057,6,29.87419906,-4.61846597,6,3,5,530,1,7,1,2006,3,4,5,0,1,1,0,0
1000,6,306,1,36.35595439,-8.78649364,6,6,11,290,1,5,1,1995,3,4,5,0,0,1,0,0
5000,6,1159,6,32.01767446,-6.77759464,6,2,15,300,1,0,1,1989,4,4,4,1,0,0,1,0
0,1,1035,1,37.38992451,-3.31842484,6,5,6,55,1,0,1,1975,3,4,0,0,1,0,2,0
50,6,0,6,39.20117527,-6.90132251,6,8,1,250,1,3,0,2000,14,3,6,0,0,0,0,0
300,1,1510,6,37.67055046,-3.583829,6,5,6,180,1,5,0,1972,3,4,5,0,1,1,2,1
0,6,353,1,37.58958637,-6.14631197,6,8,11,20,1,0,1,1988,3,4,3,0,0,1,0,1
200,5,374,6,37.77696029,-7.07833467,6,8,11,300,1,0,1,2007,3,4,5,0,1,1,0,0
0,1,1808,1,34.83193703,-8.99791537,6,6,3,35,1,0,0,1976,3,4,3,0,0,0,0,1
500,6,1062,6,35.80358499,-10.46691488,6,1,16,120,1,0,1,1985,3,4,4,0,0,1,0,0
0,6,0,6,30.93892971,-1.403907,6,4,4,0,1,2,1,1994,3,4,3,0,2,1,0,1
20,1,324,6,38.56031484,-10.19612385,6,7,7,205,1,0,0,1979,7,4,6,3,2,0,0,1
0,6,0,6,36.43896065,-7.0258508,6,6,2,0,1,0,1,2004,3,4,3,0,1,0,0,0
0,1,1392,1,38.30580146,-4.5922038,6,5,20,1,1,0,1,2010,15,4,3,0,0,0,1,1
0,6,445,1,38.67061723,-4.87848129,6,5,20,200,1,0,0,2010,3,4,3,0,0,0,0,0
200,6,1462,6,34.62539503,-4.81794106,6,0,18,149,1,4,1,2003,8,4,5,0,3,0,1,0
0,6,336,6,39.48067843,-10.77059937,6,7,12,1,1,5,1,1982,14,4,3,0,3,0,0,1
0,6,1115,6,36.95557355,-6.03402458,6,8,11,250,1,0,1,1997,8,4,3,1,0,0,1,0
0,6,925,6,37.60759024,-3.78338709,6,5,6,60,1,5,0,1996,3,4,3,0,1,0,0,0
0,1,1082,1,36.78684962,-3.44411392,6,5,0,150,1,0,1,2001,3,4,3,0,0,0,0,0
0,6,273,6,36.14256598,-8.41667357,6,6,11,700,1,0,1,2010,12,4,3,0,1,0,1,0
0,6,0,1,35.78495092,-5.341278599999999,1,0,2,0,1,0,0,1994,7,4,3,0,0,0,0,1
0,1,1199,4,33.03405329,-2.01728143,6,4,13,2500,1,0,1,1978,9,4,3,0,1,1,0,1
0,6,753,6,36.35142568,-11.18111585,6,7,16,90,1,0,1,2010,3,4,2,0,3,1,0,0
0,6,0,6,37.44747039,-5.37260995,6,8,20,800,1,0,0,2009,3,4,3,0,1,1,0,0
0,6,1691,6,36.79786596,-3.32520891,6,5,0,350,1,6,1,2012,3,0,0,0,1,0,0,0
0,6,0,6,32.7573083,-5.03141548,6,3,19,0,1,0,1,2004,4,4,3,1,1,0,1,0
0,6,1669,1,31.16349818,-7.73399655,6,2,15,1,1,0,0,1985,9,4,0,3,0,0,1,1
0,6,410,6,37.65053886,-10.87115115,6,7,16,1,1,0,0,2004,9,4,3,0,0,0,1,1
0,6,0,1,32.27963263,-3.69621114,6,3,17,0,1,9,1,2004,3,2,0,0,4,1,0,0
0,1,0,2,33.03479293,-8.56661924,6,2,10,0,1,0,1,1994,3,4,3,0,0,0,0,1
0,6,0,1,31.35314725,-2.61929126,6,4,4,0,1,0,1,2004,8,4,2,0,0,0,1,0
0,6,0,1,32.21076256,-3.95926603,6,3,17,0,1,2,1,1994,9,4,0,0,0,0,2,1
500,6,1304,6,30.5063005,-5.62689137,6,3,15,50,1,0,1,1982,9,4,5,0,0,0,2,1
0,6,0,1,37.21759964,-5.98636255,6,8,20,1,1,0,0,2010,15,4,3,0,4,0,1,1
0,1,1789,1,34.82533402,-8.98257083,6,6,3,35,1,0,0,1976,3,4,3,0,0,0,0,1
0,6,1869,6,38.26905434,-4.6354712,6,5,20,1,1,0,1,1998,3,4,3,0,0,0,0,0
500,6,1796,6,34.65315959,-9.16799366,6,6,3,45,1,6,1,2009,3,4,5,0,0,0,0,0
0,6,0,1,32.06748312,-5.070770400000001,6,3,19,0,1,7,1,1994,4,3,6,0,1,0,1,1
0,6,1145,1,33.45245981,-2.15180819,6,4,9,1000,0,0,1,1978,3,4,0,0,0,1,0,1
0,6,453,6,37.75036682,-6.75754241,6,8,11,180,1,0,1,2010,15,4,3,1,1,0,1,0
0,6,225,1,38.78639264,-5.108054,6,5,20,150,1,0,0,1999,3,4,3,0,3,0,0,0
0,1,997,1,37.41051035,-3.33125146,6,5,6,1,0,0,1,1974,14,4,0,0,1,0,2,1
0,1,219,1,38.74611264,-5.21960539,6,5,20,500,1,0,0,1983,9,4,3,0,1,0,2,1
0,4,0,1,32.3411913,-3.44628222,6,3,17,0,1,2,1,1994,8,4,0,2,2,0,1,1
0,6,0,3,33.46031753,-3.19198006,6,4,13,0,1,0,1,2004,8,4,3,0,1,0,1,0
50,6,879,6,35.05335283,-5.798902099999999,6,0,18,1200,1,0,1,2003,14,4,6,0,0,0,0,0
0,6,219,6,39.66891908,-10.83632586,6,7,12,300,1,5,1,1982,14,4,3,0,2,0,0,1
0,1,1316,6,37.64245307,-3.66298185,6,5,6,30,1,5,0,1973,3,4,3,0,1,1,0,0
0,6,0,6,33.42281235,-3.77491045,6,0,17,0,0,9,0,2004,9,2,3,0,3,1,0,0
100,6,469,6,37.75686378,-6.90759484,6,8,11,64,1,0,1,2004,3,4,5,0,0,1,0,0
50,6,58,6,39.12224668,-6.90799236,6,8,1,100,1,4,0,2000,14,4,6,1,0,0,0,1
0,6,0,6,32.24998674,-3.31511247,6,3,17,0,1,4,1,1994,8,4,0,0,2,0,1,1
0,6,0,6,33.00907863,-2.38170818,6,4,13,0,1,0,1,1994,8,4,5,1,1,0,1,1
0,6,1185,6,34.51172693,-1.52325101,6,4,9,400,1,1,1,1998,0,4,3,1,1,0,1,1
0,6,82,6,39.08857637,-6.98466464,6,8,1,380,1,4,0,1990,8,4,3,0,0,0,1,1
0,6,0,6,31.74125443,-1.6136491000000002,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
0,6,85,1,38.88323012,-5.43832254,6,5,20,100,1,0,0,1973,14,4,3,0,1,1,0,0
0,6,1471,6,36.8728304,-3.18245735,6,0,0,350,1,0,1,2007,3,4,0,0,0,0,0,0
0,1,1653,2,34.87223479,-11.0615403,6,1,16,1,1,0,1,2004,3,4,0,0,2,0,0,1
0,4,0,6,34.12468914,-3.17697711,6,0,17,0,1,4,1,2004,15,4,3,0,1,0,1,0
0,6,96,6,39.45257434,-10.03665941,6,7,7,1,1,0,0,2004,3,4,3,0,0,1,0,0
10,6,487,6,39.38820996,-10.69322689,6,7,12,340,1,0,0,1986,14,4,6,0,0,0,0,0
0,6,0,1,33.14929228,-4.09892054,6,0,19,0,0,0,1,1994,6,4,3,1,0,0,0,1
0,6,1424,6,37.05027164,-3.07179419,6,0,6,1,1,5,1,2011,3,4,5,0,0,0,0,0
0,6,2313,6,35.84297411,-2.84182413,6,0,0,860,1,0,1,1990,3,4,3,0,0,0,0,0
0,6,1418,6,37.11001018,-3.17222847,6,5,6,1,1,5,1,2002,9,4,5,0,0,2,2,0
0,6,0,1,32.21448762,-3.46530586,6,3,17,0,1,4,1,2004,8,4,0,0,0,0,1,0
40,6,371,6,38.50545319,-5.59584987,6,5,20,400,1,0,1,2003,14,4,6,0,1,1,0,1
0,6,524,6,36.98925322,-7.39912909,6,6,11,350,1,8,1,1975,3,3,3,0,0,1,0,0
0,6,90,6,39.01430385,-7.37710982,6,6,14,300,1,0,0,1986,9,4,3,0,1,0,2,0
30,6,85,6,39.36682684,-10.31794252,6,7,7,321,0,0,0,2012,4,4,6,0,0,0,1,0
0,6,22,1,38.93276851,-5.52670579,3,5,20,1,1,0,0,1966,14,4,3,1,1,1,0,0
1000,6,0,6,37.15353437,-6.05554779,6,8,20,500,1,0,1,1995,15,4,4,1,1,0,1,0
500,6,1516,1,34.57982746,-8.98763888,6,6,3,106,1,6,1,1978,3,4,5,0,0,1,0,0
0,6,0,6,32.76091484,-9.10057719,6,2,10,0,1,0,0,2004,8,4,2,0,0,0,1,0
0,5,1229,6,33.88439966,-1.93938179,6,4,9,280,1,4,1,2011,9,4,0,3,4,0,2,1
0,4,0,1,32.62478619,-4.0045799,6,3,17,0,1,2,1,1994,9,4,0,2,0,0,2,1
50,6,852,6,35.07354832,-5.86500202,6,0,18,825,1,0,1,2003,14,4,6,0,0,0,0,0
0,6,0,1,33.90252753,-3.14437407,6,4,17,0,1,4,0,1994,15,4,1,0,0,0,1,1
0,1,1491,1,36.63896772,-3.32373383,6,5,0,150,1,0,1,2002,3,4,3,0,1,0,0,1
500,1,1911,1,36.64298514,-3.23032089,6,5,0,150,1,0,1,1990,3,4,2,0,1,0,0,0
0,3,1373,1,34.01245636,-1.90126175,6,4,9,70,1,4,1,1985,13,4,0,0,0,0,1,1
100,6,1105,6,37.15401758,-3.5723466,6,5,8,200,1,0,1,2006,3,4,6,0,0,0,0,0
0,6,0,6,32.64344362,-2.83149741,6,4,13,0,1,0,1,2004,0,4,3,1,0,0,1,0
50,6,295,6,38.87376057,-10.1523738,6,7,7,420,1,0,0,2010,9,4,6,1,0,0,2,1
25,6,869,6,37.74885413,-4.06671629,6,5,6,120,1,7,1,2009,14,3,6,1,1,0,0,0
1500,2,530,6,37.13709324,-11.40168833,6,7,16,1,1,0,0,1997,15,4,4,0,0,0,1,0
0,5,0,6,33.87926109,-4.27877392,6,0,19,0,0,7,0,2004,3,3,6,0,0,1,0,0
0,6,1602,1,32.167782,-8.66757094,6,2,15,35,1,0,0,1991,15,4,3,0,0,0,1,1
0,6,1309,6,30.92024431,-3.23112133,6,3,5,500,1,0,0,2011,3,0,0,0,1,1,0,0
0,6,0,6,33.158277899999995,-9.20650997,6,1,10,0,1,0,0,2004,8,4,2,0,0,0,1,0
500,6,144,4,37.73829617,-7.41144531,6,8,11,250,1,0,1,1986,15,4,5,3,2,0,1,1
10,6,1687,6,35.82976379,-3.25362517,6,0,0,100,1,0,1,2009,3,4,6,0,3,1,0,0
0,6,1442,6,37.60582108,-3.19528433,6,5,6,1,1,8,1,2005,3,3,5,0,0,0,0,0
0,6,259,6,39.05445791,-10.35793937,6,7,7,560,1,0,1,1980,8,4,3,0,2,0,1,1
5000,2,1637,1,34.51234222,-9.09957658,6,6,3,92,1,6,1,1993,3,4,4,0,0,1,0,0
0,4,820,1,36.03109958,-10.26054205,1,6,16,900,1,4,0,2009,15,4,2,0,0,0,1,0
0,6,0,1,32.98022049,-4.09551114,6,0,19,0,0,0,1,1994,9,4,3,0,0,0,2,1
0,6,1527,6,36.80248988,-3.33376231,6,5,0,210,1,0,1,2013,3,4,0,0,1,0,0,0
0,4,0,6,33.52148798,-4.71166938,6,0,19,0,1,7,0,2004,0,4,0,1,0,0,1,0
0,2,0,6,33.32623251,-8.93778616,1,2,10,0,1,0,1,1994,3,4,2,0,2,1,0,1
0,6,1525,6,35.4225141,-4.31423568,6,0,8,185,1,0,1,2008,3,4,3,0,0,0,0,1
0,1,1101,1,30.00273866,-4.98241366,6,3,5,455,1,9,1,2009,3,2,0,0,1,1,0,1
0,1,1245,2,33.69426255,-1.87972271,6,4,9,350,1,0,1,2011,0,4,0,1,1,0,1,1
50,6,341,6,39.50834612,-10.67120192,6,7,12,350,1,5,1,1992,14,4,6,0,1,0,0,0
0,6,1787,1,31.76128134,-8.41924308,6,2,15,334,1,0,1,1983,3,4,3,0,1,1,0,1
0,6,240,6,39.79718075,-10.43179987,6,7,12,600,1,0,1,2012,7,4,0,0,0,0,0,1
0,6,0,6,32.91940796,-2.71176285,6,4,13,0,1,9,1,1994,6,2,1,0,0,1,0,1
400,6,297,1,36.87773378,-7.89647359,6,6,11,220,1,5,1,1996,3,4,5,0,1,1,0,0
0,3,0,1,33.57577154,-2.68910244,6,4,13,0,1,2,1,2004,8,4,3,0,0,0,1,0
0,1,1723,1,36.6665228,-3.28570965,6,5,0,200,1,0,1,1990,3,4,3,0,0,0,0,0
0,6,1157,6,37.65716468,-3.13073855,6,5,6,1,1,8,1,2008,3,3,5,0,1,0,0,0
1000,3,1319,3,34.41477075,-2.01098304,6,4,9,600,1,4,1,1999,0,4,5,1,0,0,1,1
0,5,0,6,36.72485463,-6.05733018,6,8,2,0,1,0,0,1994,14,4,6,1,2,0,0,1
0,6,0,6,32.69095273,-5.08087914,6,3,19,0,1,0,1,1994,4,4,3,1,3,0,1,1
0,3,0,1,31.11820605,-1.66840111,6,4,4,0,1,2,1,2004,8,4,3,1,0,0,1,0
0,6,1196,6,33.68327156,-1.74786839,6,4,9,250,1,0,1,1995,8,4,0,0,0,0,1,1
0,6,1603,6,35.48996798,-4.44648901,6,0,8,312,1,0,1,2003,3,4,3,0,1,0,0,0
20,6,133,6,38.33975147,-6.6111732000000005,6,8,14,350,1,6,1,2010,6,2,6,0,0,1,0,1
0,5,0,5,35.61636853,-6.28865292,6,0,2,0,1,0,0,1994,9,4,3,0,2,0,2,1
0,6,0,6,32.96208202,-4.98711279,6,3,19,0,0,0,1,2004,4,4,3,2,3,0,1,0
0,6,0,6,32.98522147,-4.89239657,6,3,19,0,1,0,1,2004,8,4,3,2,0,0,1,0
0,6,0,6,33.05950181,-5.29193052,1,3,19,0,1,0,1,2004,4,4,3,0,0,0,1,0
0,6,1586,6,35.52847935,-4.40669912,6,0,8,324,1,0,1,2005,3,4,3,0,2,0,0,1
0,6,64,6,39.12087634,-6.90945702,6,8,1,150,1,4,0,2000,8,4,0,1,0,0,1,1
0,5,0,6,37.21519246,-6.23704101,1,8,11,1600,1,0,1,2001,8,4,3,1,1,0,1,0
0,6,58,6,39.08997378,-7.01848293,6,8,1,120,1,4,0,2000,9,4,3,0,0,0,2,1
0,3,1581,3,34.67598246,-1.82397613,6,4,9,200,1,1,1,1996,15,1,3,1,1,0,1,0
50,6,417,6,39.00500618,-10.247842,6,7,7,150,1,2,1,1974,3,0,6,3,4,0,0,1
0,6,1731,1,31.36546139,-7.97098509,6,3,15,1,0,0,1,1974,6,4,4,0,0,0,0,1
0,6,1394,6,36.99483838,-3.14297246,6,0,6,1,1,5,1,2001,3,4,5,0,0,0,0,0
100,6,120,6,39.96521118,-10.64134689,6,7,12,600,1,0,1,2006,14,4,6,0,1,0,0,1
20,6,1671,6,35.52666216,-4.29164724,6,0,8,236,1,0,1,2003,14,4,6,0,0,1,0,0
0,6,1594,6,37.12941015,-3.16933699,6,5,6,1,1,5,1,1999,3,4,5,0,0,0,0,0
0,1,1120,1,36.78676301,-3.4316221,6,5,0,150,1,0,1,2007,3,4,3,0,0,0,0,0
0,6,0,6,33.14168569,-9.02511887,6,2,10,0,0,0,0,2004,8,4,3,0,3,0,1,0
0,6,1287,6,30.48580066,-5.57149603,6,3,15,70,1,7,1,1981,9,3,3,0,0,0,1,0
0,6,1280,6,37.00826289,-3.23306885,6,5,6,1,1,5,1,2001,3,4,5,0,0,0,0,0
0,6,1338,1,37.3707425,-3.2569338,6,5,6,100,1,0,1,2000,3,4,3,0,0,0,0,0
0,3,1266,1,33.87231973,-2.00463945,6,4,9,180,1,4,0,1994,9,4,0,1,0,0,2,1
0,6,-14,6,38.85091046,-5.78246429,6,5,20,50,1,0,0,2010,9,4,3,1,1,0,2,1
0,6,0,1,33.24107124,-8.9492998,6,2,10,0,1,0,1,1994,14,4,5,1,2,0,0,1
0,6,0,6,32.84059937,-5.55910435,6,3,19,0,0,0,1,1994,4,4,3,0,2,0,1,1
0,6,1619,1,31.09329331,-7.62362713,6,2,15,1,0,0,0,1989,9,4,3,3,0,0,2,1
0,6,0,5,36.44723471,-5.9504981,6,8,2,0,1,0,1,2004,7,4,6,1,1,0,0,0
500,1,1634,1,38.25481221,-4.4855725,3,5,20,1,1,0,1,2005,3,4,5,0,0,0,0,0
0,6,0,6,34.19941739,-3.45970124,6,0,17,0,1,6,1,1994,7,4,6,0,0,0,0,1
0,6,232,6,39.60893498,-10.89120841,6,7,12,1,1,5,1,1982,14,4,3,0,2,0,0,1
0,3,1425,3,34.39439665,-1.31799729,6,4,9,60,0,2,1,1996,0,0,0,3,0,0,1,0
0,3,0,1,30.84028329,-1.53837181,6,4,4,0,1,4,1,2004,3,4,3,0,0,0,0,0
0,6,92,6,38.98817089,-6.78776575,6,8,14,240,1,5,1,2002,14,3,3,0,0,1,0,0
0,6,1164,6,36.88356297,-3.36863688,6,5,0,120,1,0,0,2013,3,4,0,0,0,1,0,0
500,6,337,1,36.41271362,-8.67600423,6,6,11,255,1,5,1,2006,3,4,5,0,0,1,0,0
25,6,55,6,39.08928693,-6.64304486,6,8,1,176,1,0,0,2010,14,4,6,0,0,0,0,0
0,6,1154,6,37.67236577,-3.08843086,6,5,6,1,1,8,1,2000,3,3,5,0,1,0,0,1
0,6,1184,6,37.11000893,-3.21843129,6,5,6,1,1,5,1,1999,3,4,5,0,0,0,0,0
0,6,366,6,38.39667583,-10.91256288,6,7,12,130,1,0,1,2012,4,4,3,0,0,0,1,0
0,6,1222,6,30.47332566,-3.71709779,6,3,5,500,1,0,0,2005,0,4,0,0,0,0,1,0
0,1,506,4,37.55859887,-6.891373799999999,6,8,11,1,1,0,1,1982,3,4,3,0,1,1,0,1
2000,6,1721,1,31.29418924,-7.70397836,6,2,15,1,1,0,0,1989,13,4,4,0,0,0,1,0
50,6,18,6,38.89313693,-6.56139833,6,8,14,400,1,8,1,2009,6,3,6,0,0,1,0,0
0,6,0,6,30.82049783,-2.51415306,6,4,4,0,1,0,0,2004,3,4,3,0,0,0,0,0
3600,6,1971,6,34.47750146,-9.1723651,6,6,3,36,1,0,1,2007,3,4,4,0,2,0,0,1
0,6,0,6,36.48124062,-6.41767225,6,8,2,0,1,0,1,1994,9,4,3,0,0,0,2,1
0,6,0,5,36.45046102,-5.94740237,6,8,2,0,1,0,1,2004,7,4,6,1,1,0,0,0
0,4,0,1,32.68295361,-3.83260196,4,4,17,0,1,2,1,1994,9,4,0,0,2,0,2,1
500,1,1537,1,38.39682257,-4.827201799999999,6,5,20,1,1,0,1,1988,3,4,5,0,0,0,0,0
0,6,1745,6,36.72063616,-3.32066507,4,5,0,150,1,0,1,2009,3,4,3,0,0,0,0,1
100,5,1363,6,34.80393846,-5.64163345,6,0,18,250,1,0,1,2008,14,4,6,0,0,0,0,1
0,6,25,6,38.63356218,-6.59391188,6,8,14,2000,1,0,0,2010,4,4,3,1,0,0,1,0
0,1,216,4,36.68122164,-8.13495553,6,6,11,400,1,2,1,1976,14,4,3,0,1,0,0,1
20,6,1414,6,30.10892493,-4.36701555,6,3,5,540,1,7,1,1996,3,4,5,0,0,1,0,0
0,6,532,6,37.05512507,-10.69054892,2,7,16,1,0,0,0,2009,4,4,3,0,1,0,1,1
0,6,-17,1,38.97200906,-7.94129326,6,6,14,1,1,3,1,1994,3,3,3,0,3,1,0,1
5,6,1340,1,37.28018235,-3.23108279,6,5,6,35,1,5,1,2007,9,4,6,0,0,1,0,0
300,6,-3,1,38.74404708,-7.87756025,6,6,14,1,1,0,1,1974,3,4,1,0,0,0,0,0
0,6,0,6,33.88136008,-3.33755953,6,0,17,0,1,4,0,2004,8,4,1,0,0,0,1,0
1000,6,2154,6,34.49871831,-9.30208542,6,1,3,150,1,0,1,1998,3,4,5,0,0,0,0,0
500,6,1432,1,34.67799182,-8.84103601,6,6,3,52,1,6,1,1978,3,4,5,0,2,1,0,1
0,6,0,6,39.15677383,-4.72800223,6,5,20,1,1,0,1,2004,0,4,3,1,0,0,1,0
500,6,1973,6,34.68336135,-9.23880448,6,6,3,85,1,6,1,2009,3,4,5,0,0,0,0,0
0,1,1636,6,37.58304684,-3.26202001,6,5,6,1,1,6,1,1960,3,4,3,0,1,0,0,1
500,6,522,6,38.07056634,-4.46549162,6,5,6,140,1,7,1,2013,3,4,5,0,0,1,0,1
250,6,1303,6,30.20133836,-4.50504886,6,3,5,350,1,7,1,1988,3,4,5,0,0,1,0,0
20,6,-5,6,38.7351009,-6.80726992,6,8,14,150,1,0,1,2010,7,4,6,0,0,1,0,0
200,6,567,6,34.85681975,-11.2875481,6,1,16,36,1,9,1,2012,3,2,5,0,0,0,0,0
0,2,1072,6,35.76942767,-10.50993635,1,1,16,350,1,9,0,2008,15,2,3,0,1,0,1,0
0,6,1030,6,36.96878258,-3.37784557,6,5,0,130,1,0,1,2002,3,4,0,0,1,1,0,1
25,6,704,1,37.49193435,-3.46338393,6,5,6,35,1,5,1,2008,14,4,6,0,0,0,0,0
500,1,1733,1,34.90960125,-9.05361027,6,6,3,80,1,0,0,2007,3,4,5,0,0,0,0,0
0,6,-17,1,39.18396048,-7.88879793,3,6,14,1,1,0,1,2005,0,4,3,1,0,0,1,0
0,6,1646,1,34.64547998,-9.06376719,1,6,3,700,1,6,1,1978,3,4,3,0,2,1,0,1
200,6,647,6,37.91138869,-4.50140396,6,5,6,200,1,7,1,2010,3,4,5,0,0,0,0,0
500,6,1515,1,34.58002206,-8.98549114,6,6,3,109,1,6,1,1978,3,4,5,0,0,1,0,0
50,6,254,6,39.03890609,-9.89962397,6,7,7,640,1,0,1,2009,8,4,6,0,1,0,1,0
0,1,0,2,33.62365116,-4.26247229,6,0,19,0,1,7,0,1994,6,4,3,0,0,1,0,1
0,6,0,3,33.39039275,-3.1570002,6,4,13,0,1,0,1,2004,8,4,3,0,0,0,1,0
53,6,948,1,35.44808906,-10.6608108,6,7,16,0,1,0,1,2009,9,4,6,0,0,1,0,0
20,5,202,6,38.12228794,-6.76201349,6,8,11,300,1,0,1,2010,14,4,6,0,0,0,0,0
100,6,158,6,39.67233122,-10.45072737,6,7,7,231,1,0,0,2006,6,4,6,0,0,0,1,0
0,1,1435,6,36.9127269,-3.2509119,6,5,0,350,1,6,1,2009,3,4,0,0,0,0,0,0
500,6,1724,1,34.74933131,-8.99538003,6,6,3,65,1,0,0,2008,3,4,5,0,0,0,0,0
1000,2,1042,1,35.62885539,-10.54818472,6,1,16,0,1,0,1,1990,9,4,5,0,2,0,2,1
0,1,1182,1,37.54817154,-3.31121896,6,5,6,1,0,0,1,1972,3,4,3,0,1,0,0,1
30,6,1026,6,35.35405406,-3.49616666,6,0,0,500,1,0,1,2012,3,4,6,0,0,1,0,0
0,3,0,1,30.78991861,-1.41735331,6,4,4,0,1,4,1,1994,3,4,3,0,2,0,0,1
0,6,0,6,33.267827000000004,-8.8535453,6,2,10,0,1,0,1,1994,3,4,2,0,2,1,0,1
0,6,1299,6,30.5834137,-3.50368396,6,3,5,150,1,0,0,2004,3,4,0,0,1,0,3,0
0,5,0,6,37.39035078,-5.43224108,6,8,20,1,1,0,0,2010,9,4,3,3,4,0,2,1
20,6,1718,6,34.99043974,-4.19166143,6,0,8,192,1,0,1,1994,14,4,6,0,0,0,0,0
5000,2,610,6,37.15915646,-11.11945003,6,7,16,1,1,0,0,1998,15,4,4,0,0,0,1,0
0,6,0,6,31.59162238,-1.78784046,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
0,6,0,1,32.45804461,-3.2450422000000003,6,3,17,0,1,2,1,1994,0,4,6,0,0,0,1,1
0,6,939,6,36.88306957,-3.52420315,6,5,0,500,1,6,0,2011,3,4,0,0,1,1,0,0
0,6,190,6,38.36038511,-11.24444049,6,7,12,33,1,0,1,1976,9,4,3,1,2,0,2,1
0,6,0,6,32.32306937,-4.4430691,6,3,19,0,1,0,1,2004,8,4,3,2,0,0,1,0
0,6,0,5,36.48400916,-5.71954807,6,8,2,0,1,0,0,2004,7,3,6,1,1,0,0,0
0,1,0,6,35.68331682,-5.92999966,6,0,2,0,1,0,1,1994,7,4,3,0,0,0,0,1
